methane,air_quality,temperature,humidity,risk
315,119,26,92,Warning
652,182,31,52,Warning
365,219,29,77,Warning
134,475,22,30,Warning
875,195,30,86,High Risk
802,233,30,34,High Risk
616,485,33,40,High Risk
379,246,37,34,Warning
178,594,30,85,Warning
720,186,40,55,Warning
646,387,44,67,High Risk
765,431,26,76,High Risk
746,255,30,69,Warning
453,504,37,51,High Risk
111,561,42,64,High Risk
663,424,38,68,High Risk
689,332,32,73,Warning
160,420,22,50,Warning
351,111,44,79,Warning
205,422,45,52,Warning
902,194,27,86,High Risk
669,93,33,49,Warning
180,327,44,49,Warning
994,399,36,38,High Risk
505,588,33,42,High Risk
886,163,43,73,High Risk
553,433,21,93,High Risk
506,85,31,48,Warning
570,208,20,54,Warning
543,582,40,78,High Risk
942,324,38,32,High Risk
148,176,29,51,Safe
330,74,22,95,Warning
954,541,40,70,Critical
238,249,36,84,Safe
209,342,42,81,Warning
604,214,20,86,High Risk
973,510,38,46,Critical
820,121,44,75,High Risk
890,279,27,57,High Risk
126,233,30,52,Safe
376,364,23,31,Warning
418,324,27,52,Warning
69,72,41,95,Warning
420,160,29,39,Safe
380,467,28,49,Warning
329,167,33,33,Safe
986,243,37,44,High Risk
306,295,36,87,Warning
571,573,42,57,Critical
774,369,34,49,High Risk
785,590,36,73,Critical
608,351,41,46,High Risk
116,500,33,83,Warning
420,74,23,76,Safe
434,376,27,87,High Risk
359,215,32,58,Warning
98,538,27,69,Warning
546,181,21,55,Warning
51,241,45,55,Warning
809,598,34,52,Critical
514,489,33,50,High Risk
254,545,24,31,High Risk
946,561,21,88,Critical
442,216,27,56,Warning
725,297,26,37,Warning
328,196,42,34,Warning
743,58,30,59,Warning
707,382,45,30,High Risk
957,532,23,65,Critical
255,182,34,81,Safe
762,195,45,76,High Risk
233,558,20,63,Warning
123,104,42,59,Safe
226,184,30,90,Safe
970,135,29,94,High Risk
76,290,22,85,Safe
872,547,40,80,Critical
579,321,31,44,Warning
380,308,40,32,Warning
790,467,40,62,High Risk
255,69,38,58,Safe
890,542,20,71,Critical
181,127,30,51,Safe
958,522,29,92,Critical
241,237,39,85,Safe
445,153,36,95,Warning
323,592,45,95,Critical
745,121,38,48,Warning
622,74,40,84,Warning
402,251,23,41,Warning
909,600,38,84,Critical
835,480,34,74,High Risk
253,207,28,67,Warning
990,325,33,66,High Risk
565,578,26,31,High Risk
776,346,24,74,High Risk
677,524,44,69,Critical
868,438,37,72,High Risk
757,290,44,47,High Risk
115,537,26,82,Warning
194,141,22,64,Safe
861,528,20,42,Critical
334,476,37,68,Warning
513,141,36,53,Warning
825,523,33,88,Critical
927,449,38,73,High Risk
748,385,42,35,High Risk
764,571,45,39,Critical
609,260,26,74,Warning
919,400,21,56,High Risk
434,74,43,86,Warning
916,141,44,50,High Risk
154,594,29,59,Warning
347,296,38,86,Warning
788,521,20,71,Critical
907,294,36,36,High Risk
75,351,35,73,Warning
120,326,28,32,Safe
274,77,36,86,Warning
611,553,39,57,High Risk
311,107,21,52,Safe
378,379,42,68,High Risk
622,66,26,47,Warning
336,389,35,58,Warning
704,175,38,84,Warning
118,132,43,78,Safe
754,599,31,55,Critical
341,394,20,89,High Risk
718,147,40,93,Warning
813,153,41,72,High Risk
133,565,22,31,Warning
949,357,32,56,High Risk
584,527,38,61,High Risk
549,415,31,83,High Risk
507,177,41,33,Warning
774,53,28,53,Warning
814,493,26,33,High Risk
908,514,28,50,Critical
593,546,30,93,Critical
660,380,27,74,High Risk
225,567,26,49,Warning
262,151,20,72,Safe
874,149,23,77,Warning
482,477,32,76,Warning
521,275,38,32,Warning
814,127,45,47,High Risk
372,407,31,91,High Risk
785,567,43,53,Critical
465,126,33,44,Safe
657,151,37,89,Warning
617,274,43,32,High Risk
719,136,45,41,Warning
627,449,30,40,High Risk
751,560,45,85,Critical
309,458,45,38,High Risk
335,576,21,52,High Risk
859,319,35,94,High Risk
360,285,34,61,Warning
656,240,23,52,Warning
790,591,27,57,Critical
912,236,38,79,High Risk
889,315,23,48,High Risk
400,297,36,39,Warning
991,550,39,33,Critical
248,174,38,67,Safe
80,491,26,55,Warning
161,157,35,43,Safe
622,524,24,92,Critical
682,271,31,48,Warning
613,347,35,30,Warning
782,274,44,69,High Risk
227,405,29,46,Warning
409,401,27,69,Warning
231,339,33,50,Safe
178,122,45,66,Safe
954,98,30,38,Warning
350,421,36,69,Warning
601,87,20,45,Warning
955,457,34,95,Critical
552,103,24,86,Warning
52,51,36,92,Safe
76,523,44,83,High Risk
573,160,42,85,Warning
796,554,36,75,Critical
309,308,28,86,Warning
232,337,31,79,Safe
181,117,42,92,Warning
51,406,38,32,Warning
666,375,23,49,High Risk
894,119,27,66,Warning
759,141,29,39,Warning
395,376,32,42,Warning
121,134,45,40,Safe
665,405,22,79,High Risk
403,61,22,89,Warning
555,517,42,85,Critical
226,546,30,83,Warning
543,513,38,59,High Risk
414,265,40,42,Warning
610,503,31,65,High Risk
636,405,42,87,Critical
167,300,23,92,Warning
352,443,21,83,Warning
71,366,43,79,Warning
640,433,34,42,High Risk
200,305,45,44,Warning
540,294,26,84,Warning
655,563,43,68,Critical
730,335,28,46,Warning
677,568,35,33,High Risk
928,134,24,37,Warning
998,194,20,44,Warning
405,123,24,43,Safe
959,425,26,70,High Risk
931,152,42,84,High Risk
632,488,30,73,High Risk
166,162,34,77,Safe
827,91,35,55,Warning
691,55,38,82,Warning
555,244,27,89,High Risk
109,78,20,39,Safe
446,492,27,91,High Risk
729,224,24,47,Warning
544,80,22,90,Warning
212,597,41,37,High Risk
357,100,41,40,Warning
818,412,33,63,High Risk
607,203,27,80,Warning
616,73,35,86,Warning
974,107,25,53,Warning
204,144,26,61,Safe
855,531,31,46,Critical
547,165,26,71,Warning
561,328,26,87,High Risk
296,439,21,74,Warning
480,167,27,66,Safe
929,458,27,88,Critical
808,352,45,54,Critical
169,281,44,93,Warning
294,450,42,43,High Risk
425,310,44,75,Warning
585,184,45,83,Warning
977,308,42,74,High Risk
221,418,32,47,Warning
166,166,30,84,Safe
250,577,40,86,High Risk
969,130,30,45,Warning
547,496,39,80,High Risk
367,183,26,51,Safe
778,324,39,73,High Risk
582,524,23,55,High Risk
843,151,21,47,Warning
619,80,39,73,Warning
201,459,44,82,Warning
779,76,39,41,Warning
913,324,36,91,High Risk
269,492,44,90,High Risk
161,100,22,80,Safe
886,589,25,69,Critical
221,387,44,65,Warning
379,109,32,52,Safe
505,225,40,39,Warning
327,495,45,45,High Risk
593,598,21,90,Critical
528,465,36,56,High Risk
809,84,33,88,High Risk
933,153,29,53,Warning
724,471,42,34,High Risk
546,356,26,37,High Risk
422,478,28,65,Warning
823,563,34,51,Critical
863,396,23,93,Critical
838,122,45,91,High Risk
369,195,45,74,Warning
746,445,20,59,High Risk
733,72,20,92,Warning
402,183,35,74,Safe
464,234,22,47,Warning
902,416,25,62,High Risk
796,197,23,56,Warning
153,527,42,52,High Risk
624,62,43,40,Warning
473,229,21,80,Warning
906,181,29,70,Warning
666,176,40,52,Warning
1000,288,39,74,High Risk
985,161,23,42,Warning
259,270,34,47,Warning
948,177,31,38,Warning
903,127,24,79,Warning
924,325,25,53,High Risk
84,89,28,41,Safe
876,157,34,86,High Risk
645,579,39,93,Critical
608,72,38,36,Warning
891,186,20,85,Warning
132,430,24,88,Warning
866,507,41,30,Critical
841,437,32,52,High Risk
523,247,36,59,Warning
915,272,41,65,High Risk
284,131,21,63,Safe
247,585,27,67,Warning
801,73,27,72,Warning
432,423,25,72,Warning
502,577,26,35,High Risk
753,155,31,83,Warning
868,489,28,32,High Risk
418,362,27,83,Warning
436,198,39,30,Safe
572,76,25,55,Warning
242,497,39,89,Warning
915,136,27,45,Warning
968,563,31,77,Critical
548,380,22,90,High Risk
256,280,35,32,Warning
700,516,37,64,High Risk
839,139,30,37,Warning
900,493,41,76,Critical
913,125,20,54,Warning
708,178,25,94,Warning
557,93,24,72,Warning
768,430,29,93,Critical
97,340,29,51,Safe
414,466,21,59,Warning
929,553,44,34,Critical
244,575,44,32,High Risk
860,135,32,30,Warning
793,565,36,48,Critical
745,70,37,46,Warning
837,430,21,72,High Risk
161,555,40,68,Warning
370,331,32,36,Warning
484,526,33,40,High Risk
920,487,45,86,Critical
226,240,34,82,Safe
550,181,33,66,Warning
85,255,24,83,Safe
721,187,41,76,Warning
418,206,36,88,Warning
259,108,41,50,Warning
931,450,21,54,High Risk
557,536,42,40,Critical
387,183,21,72,Safe
701,493,27,36,High Risk
461,296,23,65,Warning
275,477,20,58,Warning
540,415,42,76,High Risk
629,224,39,39,Warning
988,434,36,65,High Risk
562,427,33,65,High Risk
382,66,40,87,Warning
209,494,45,83,Warning
642,228,39,62,Warning
909,306,26,91,High Risk
794,82,43,38,High Risk
797,366,38,87,Critical
862,231,23,87,High Risk
61,354,38,59,Warning
180,248,27,43,Safe
893,465,37,73,High Risk
81,150,23,61,Safe
414,345,39,51,Warning
662,261,33,51,Warning
596,249,31,95,High Risk
280,350,26,44,Warning
487,210,29,34,Warning
904,165,26,32,Warning
538,71,24,95,Warning
102,433,30,66,Warning
112,53,22,48,Safe
90,319,26,57,Safe
359,159,37,82,Safe
445,465,25,66,Warning
583,565,41,59,Critical
189,111,33,81,Safe
227,92,21,74,Safe
120,159,31,38,Safe
765,528,35,54,Critical
447,544,22,73,High Risk
957,514,26,40,Critical
687,369,25,91,High Risk
58,491,37,43,Warning
221,394,31,76,Warning
759,195,31,39,Warning
293,584,43,70,High Risk
992,598,32,79,Critical
829,205,45,95,Critical
847,503,24,44,Critical
524,168,42,82,Warning
234,215,33,79,Safe
999,274,20,70,High Risk
740,569,32,37,High Risk
289,358,38,87,High Risk
504,91,27,56,Warning
514,504,43,66,Critical
822,424,23,92,Critical
129,130,43,68,Safe
266,207,35,70,Warning
786,488,20,57,High Risk
887,454,39,55,High Risk
239,53,29,87,Safe
584,318,31,42,Warning
169,462,30,63,Warning
524,483,32,45,High Risk
836,51,40,85,Warning
532,596,27,66,High Risk
819,367,42,66,Critical
248,588,45,55,High Risk
585,437,26,42,High Risk
790,506,36,84,Critical
458,193,30,88,Warning
220,109,37,46,Safe
202,583,42,34,High Risk
336,272,33,46,Warning
365,475,28,89,High Risk
893,318,36,39,High Risk
684,542,37,61,High Risk
763,131,22,60,Warning
813,598,35,75,Critical
296,519,37,53,High Risk
835,202,38,90,High Risk
441,545,23,59,High Risk
311,313,42,53,Warning
107,374,42,70,Warning
885,78,45,51,High Risk
309,492,29,43,Warning
274,509,20,85,High Risk
850,371,25,78,High Risk
946,69,39,40,Warning
694,513,45,94,Critical
313,98,28,33,Safe
856,517,33,61,Critical
612,197,37,38,Warning
816,86,29,83,Warning
894,79,42,73,High Risk
470,575,43,58,High Risk
553,255,31,55,Warning
905,282,20,46,High Risk
464,466,38,55,Warning
504,362,30,46,High Risk
534,106,34,32,Warning
486,245,26,42,Warning
707,471,40,37,High Risk
405,434,36,33,Warning
420,497,22,79,Warning
391,389,21,55,Warning
117,133,40,54,Safe
359,265,25,59,Warning
838,234,31,82,High Risk
517,399,43,93,Critical
736,134,24,43,Warning
496,237,26,47,Warning
223,363,21,55,Warning
771,86,33,84,Warning
623,106,27,62,Warning
700,122,44,93,High Risk
272,72,31,35,Safe
825,326,24,34,High Risk
361,359,35,87,High Risk
53,204,23,93,Warning
345,512,41,34,High Risk
169,103,24,62,Safe
325,565,38,50,High Risk
77,571,35,34,Warning
134,600,42,57,High Risk
57,589,34,57,Warning
313,126,26,68,Safe
837,466,45,52,Critical
205,216,38,91,Warning
453,317,20,89,Warning
459,342,30,75,Warning
456,575,34,84,High Risk
176,56,23,41,Safe
589,254,43,95,High Risk
742,522,27,75,High Risk
69,53,35,36,Safe
969,477,27,39,High Risk
116,97,28,52,Safe
623,206,22,44,Warning
688,268,20,77,Warning
668,338,23,48,Warning
686,354,29,61,High Risk
454,330,38,74,Warning
810,591,34,30,Critical
279,400,30,86,High Risk
980,237,21,85,High Risk
517,239,44,89,High Risk
689,236,41,93,High Risk
454,249,21,42,Warning
731,398,34,69,High Risk
707,112,26,41,Warning
803,428,21,60,High Risk
813,256,25,32,High Risk
455,173,23,93,Warning
159,567,43,87,High Risk
770,254,36,86,High Risk
825,107,20,82,Warning
434,445,28,93,High Risk
738,91,41,53,Warning
209,398,43,44,Warning
235,532,36,43,Warning
97,550,41,39,High Risk
260,587,31,68,High Risk
493,344,40,91,Warning
260,174,42,84,Warning
741,163,34,75,Warning
449,101,45,74,Warning
794,100,26,90,High Risk
558,373,37,79,High Risk
505,521,38,75,High Risk
809,480,40,74,High Risk
293,333,39,47,Warning
829,481,20,56,High Risk
720,221,42,62,High Risk
132,470,27,52,Warning
900,116,40,74,Warning
402,557,42,69,High Risk
268,484,38,60,Warning
820,497,33,45,High Risk
657,57,22,61,Warning
162,514,39,44,Warning
900,597,22,39,Critical
340,203,31,73,Warning
510,66,31,85,Warning
824,503,45,62,Critical
641,269,42,94,High Risk
509,533,41,39,Critical
620,408,29,72,High Risk
376,460,20,83,Warning
593,133,26,37,Warning
352,387,29,93,High Risk
395,406,42,68,High Risk
736,178,45,62,Warning
992,582,28,52,Critical
725,174,27,78,Warning
326,536,43,52,High Risk
576,100,24,87,Warning
932,573,23,78,Critical
790,209,21,78,High Risk
53,458,36,83,Warning
776,568,41,44,Critical
871,226,32,45,High Risk
334,440,36,75,Warning
533,473,23,41,High Risk
479,61,26,53,Safe
367,151,27,61,Safe
871,523,44,70,Critical
291,307,37,52,Warning
300,467,29,75,Warning
997,422,40,66,High Risk
898,406,29,38,High Risk
760,463,24,90,Critical
419,398,44,49,High Risk
776,241,33,82,High Risk
388,64,25,81,Safe
393,589,43,60,High Risk
938,279,29,79,High Risk
313,511,30,55,High Risk
897,100,25,88,High Risk
350,165,27,32,Safe
638,301,34,56,Warning
629,256,27,88,High Risk
279,502,43,45,High Risk
886,119,25,68,Warning
812,216,26,56,High Risk
376,334,30,70,Warning
99,113,41,72,Safe
160,201,25,93,Warning
116,324,31,58,Safe
568,50,40,71,Warning
338,517,27,53,High Risk
473,319,42,92,High Risk
303,575,42,66,High Risk
111,354,37,49,Warning
930,235,40,55,High Risk
427,547,40,60,High Risk
759,522,30,80,Critical
622,96,23,58,Warning
413,325,20,44,Warning
283,165,27,62,Safe
421,547,37,49,High Risk
778,340,42,94,Critical
66,547,45,44,High Risk
842,484,21,75,High Risk
605,310,27,30,Warning
595,554,33,35,High Risk
467,257,45,83,Warning
878,148,21,82,Warning
661,295,43,56,High Risk
784,574,23,89,Critical
288,103,37,94,Warning
664,564,26,41,High Risk
881,197,22,82,Warning
673,437,44,61,High Risk
897,248,31,42,High Risk
478,380,38,91,High Risk
750,341,36,57,Warning
261,300,37,32,Warning
790,502,35,67,Critical
723,483,21,74,High Risk
761,298,34,49,High Risk
807,494,21,30,High Risk
87,565,28,54,Warning
823,227,29,92,High Risk
848,57,44,62,High Risk
387,81,45,88,Warning
275,398,25,89,High Risk
986,151,35,91,High Risk
912,599,26,67,Critical
901,217,20,85,High Risk
754,212,27,81,High Risk
274,248,27,74,Warning
458,308,32,74,Warning
196,87,26,76,Safe
836,103,34,39,Warning
57,117,44,50,Safe
579,262,37,49,Warning
805,368,36,52,High Risk
842,234,40,93,High Risk
946,227,35,38,High Risk
279,575,32,85,High Risk
638,256,23,52,Warning
913,598,22,34,Critical
912,382,42,94,Critical
837,494,34,48,High Risk
141,91,36,76,Safe
80,135,20,80,Safe
821,497,30,84,High Risk
920,239,33,78,High Risk
966,174,21,41,Warning
339,543,21,44,High Risk
129,135,21,62,Safe
252,307,38,52,Warning
478,526,26,48,High Risk
323,126,31,32,Safe
679,555,39,52,High Risk
986,550,20,34,Critical
948,129,41,69,High Risk
808,216,44,44,High Risk
758,180,31,94,High Risk
122,433,34,89,Warning
958,212,35,68,High Risk
507,333,32,39,Warning
396,393,25,95,High Risk
315,317,45,52,Warning
843,572,38,91,Critical
525,581,42,73,Critical
333,549,37,92,High Risk
769,349,27,37,High Risk
944,307,25,89,High Risk
509,342,44,35,High Risk
218,349,24,56,Safe
344,78,43,68,Warning
557,533,33,40,High Risk
901,344,45,73,High Risk
81,146,34,75,Safe
233,397,32,77,Warning
987,428,32,60,High Risk
782,293,34,34,High Risk
288,593,37,50,High Risk
733,274,23,93,High Risk
74,581,29,30,Warning
597,348,39,59,Warning
310,176,23,95,Warning
282,336,23,45,Warning
996,397,45,69,Critical
322,508,42,48,High Risk
317,461,29,82,Warning
993,92,30,46,Warning
353,508,34,49,High Risk
637,571,31,62,High Risk
759,241,22,79,High Risk
411,110,45,30,Warning
878,201,43,37,High Risk
142,510,40,44,Warning
82,257,28,91,Warning
219,270,34,45,Safe
487,515,21,79,High Risk
127,400,30,69,Warning
733,212,24,92,High Risk
410,504,45,76,High Risk
473,107,23,66,Safe
818,230,20,69,High Risk
881,585,37,90,Critical
684,149,27,34,Warning
731,532,44,31,Critical
312,160,21,93,Warning
790,465,42,31,Critical
187,148,42,71,Safe
816,119,23,64,Warning
59,514,37,52,Warning
303,384,28,70,Warning
826,332,44,45,High Risk
593,331,32,39,Warning
264,52,37,44,Safe
331,553,24,57,High Risk
158,432,44,86,High Risk
411,360,22,34,Warning
565,54,36,90,Warning
594,172,32,69,Warning
419,298,28,30,Warning
324,84,35,85,Safe
346,94,22,95,Warning
903,479,39,83,High Risk
747,179,21,39,Warning
770,365,30,54,High Risk
784,513,39,86,Critical
683,158,44,92,High Risk
990,456,45,41,Critical
161,147,38,91,Safe
605,335,34,52,Warning
738,101,42,46,Warning
647,229,28,76,Warning
740,78,26,52,Warning
878,584,35,79,Critical
246,66,34,74,Safe
686,74,24,94,Warning
682,140,20,74,Warning
808,449,23,55,High Risk
385,434,29,84,Warning
709,557,33,40,High Risk
239,576,38,52,Warning
235,216,42,42,Warning
739,429,26,80,High Risk
997,90,38,61,Warning
833,183,45,39,High Risk
86,144,41,88,Warning
443,586,36,34,High Risk
395,243,20,85,Warning
98,434,42,53,Warning
171,521,39,65,Warning
286,260,38,84,Warning
575,391,43,37,High Risk
759,187,32,32,Warning
342,181,38,91,Warning
73,370,27,66,Warning
221,327,27,57,Safe
274,465,42,44,High Risk
486,502,35,77,High Risk
828,337,31,65,High Risk
678,92,32,33,Warning
763,147,32,87,High Risk
983,428,32,30,High Risk
937,197,37,53,Warning
314,349,39,53,Warning
63,50,20,55,Safe
493,99,33,59,Safe
323,585,43,43,High Risk
403,515,43,31,High Risk
869,538,30,62,Critical
190,75,27,30,Safe
348,192,29,40,Safe
913,488,22,41,High Risk
739,573,21,48,High Risk
141,302,34,36,Safe
395,178,21,36,Safe
544,266,22,49,Warning
261,212,37,41,Warning
864,211,45,40,High Risk
359,181,39,64,Safe
337,179,44,60,Warning
554,453,39,71,High Risk
719,401,34,93,High Risk
826,396,30,49,High Risk
332,349,37,79,Warning
645,216,24,51,Warning
273,244,24,53,Warning
360,100,27,30,Safe
679,261,40,45,Warning
269,106,22,81,Safe
412,342,21,72,Warning
693,126,35,89,Warning
182,153,38,91,Safe
631,462,43,37,High Risk
892,346,30,70,High Risk
869,427,25,81,High Risk
689,186,24,39,Warning
502,206,33,42,Warning
264,467,42,45,High Risk
462,287,23,46,Warning
299,355,36,64,Warning
565,212,43,48,High Risk
53,363,23,48,Warning
80,234,34,30,Safe
445,336,25,49,Warning
355,494,35,83,Warning
482,420,32,51,Warning
139,474,43,34,Warning
553,561,21,57,High Risk
774,89,23,62,Warning
178,103,25,46,Safe
999,451,27,48,High Risk
685,494,42,57,High Risk
101,119,40,42,Safe
755,266,22,75,High Risk
180,64,42,35,Safe
140,594,23,91,High Risk
634,550,25,43,High Risk
520,545,34,90,Critical
450,420,43,50,High Risk
591,452,24,40,High Risk
112,234,45,61,Warning
384,412,28,40,Warning
133,68,26,35,Safe
376,301,31,95,Warning
914,483,23,74,High Risk
116,93,29,36,Safe
891,179,22,90,High Risk
259,248,25,92,Warning
769,233,45,64,High Risk
805,507,40,54,Critical
384,477,45,38,High Risk
758,393,44,66,Critical
163,372,29,86,Warning
533,504,20,43,High Risk
170,94,37,65,Safe
780,123,29,33,Warning
897,51,20,91,High Risk
932,412,28,60,High Risk
602,320,30,62,Warning
516,71,24,53,Warning
291,338,41,90,High Risk
237,403,42,37,Warning
682,540,27,36,High Risk
385,465,25,36,Warning
631,429,42,55,High Risk
326,355,22,52,Warning
528,145,25,72,Warning
853,249,27,49,High Risk
144,282,25,34,Safe
390,294,23,63,Warning
808,506,37,57,Critical
188,427,25,47,Warning
482,501,38,87,High Risk
860,563,27,71,Critical
160,499,37,86,Warning
894,255,24,63,High Risk
358,319,33,85,Warning
167,270,29,65,Safe
830,318,29,44,High Risk
622,117,32,56,Warning
475,174,40,90,Warning
286,441,26,68,Warning
681,148,26,51,Warning
143,221,27,49,Safe
439,386,24,55,Warning
225,558,43,86,High Risk
915,148,22,72,Warning
802,58,32,68,Warning
520,192,42,62,Warning
288,101,23,47,Safe
246,217,21,64,Safe
609,81,20,72,Warning
403,469,37,94,High Risk
992,526,41,49,Critical
230,52,40,65,Safe
128,128,26,54,Safe
879,315,21,85,High Risk
615,109,39,83,Warning
972,69,30,41,Warning
273,501,44,38,High Risk
448,236,24,91,Warning
557,200,24,38,Warning
621,529,32,78,High Risk
537,571,35,91,Critical
921,466,36,39,High Risk
943,393,41,68,Critical
143,541,37,41,Warning
608,180,29,74,Warning
262,373,23,30,Warning
813,343,42,92,Critical
904,436,36,63,High Risk
643,292,27,39,Warning
286,365,32,69,Warning
943,308,34,65,High Risk
448,117,37,72,Safe
863,100,31,37,Warning
504,308,21,59,Warning
306,184,41,54,Warning
747,203,20,35,Warning
904,327,43,36,High Risk
959,451,27,84,High Risk
831,249,40,76,High Risk
704,481,22,68,High Risk
237,570,32,68,Warning
812,372,44,89,Critical
326,502,38,62,High Risk
612,259,45,94,High Risk
159,573,21,63,Warning
637,435,34,72,High Risk
743,234,32,87,High Risk
493,118,33,77,Safe
558,177,37,88,Warning
397,455,30,57,Warning
290,124,24,76,Safe
262,101,44,37,Warning
634,139,40,70,Warning
408,115,32,30,Safe
594,513,32,42,High Risk
730,89,30,47,Warning
967,406,43,42,Critical
242,504,39,38,Warning
901,55,37,42,Warning
63,66,40,48,Safe
381,273,42,65,Warning
443,57,22,35,Safe
637,467,25,56,High Risk
862,343,39,90,High Risk
644,78,38,69,Warning
904,431,37,51,High Risk
190,429,23,85,Warning
176,321,35,37,Safe
698,525,20,50,High Risk
658,73,35,55,Warning
155,445,27,91,Warning
659,442,40,53,High Risk
893,572,21,66,Critical
320,581,39,85,High Risk
204,212,37,85,Safe
262,82,29,73,Safe
312,366,29,95,High Risk
561,346,27,36,Warning
956,289,24,34,High Risk
365,324,32,30,Warning
793,68,27,33,Warning
990,67,26,95,High Risk
743,436,39,45,High Risk
538,375,29,91,High Risk
756,59,22,41,Warning
741,203,34,50,Warning
447,468,33,30,Warning
785,291,23,72,High Risk
804,172,29,95,High Risk
942,513,20,55,Critical
737,230,43,59,High Risk
214,393,35,39,Warning
419,597,20,44,High Risk
276,301,38,91,Warning
690,219,28,68,Warning
943,383,23,44,High Risk
765,309,45,90,Critical
232,572,41,87,High Risk
97,426,45,59,Warning
116,208,44,74,Warning
775,117,22,51,Warning
643,597,30,52,High Risk
928,205,38,50,High Risk
560,483,42,47,High Risk
385,518,27,63,High Risk
792,548,34,56,Critical
86,461,39,88,Warning
416,72,25,39,Safe
78,497,34,38,Warning
264,273,32,36,Warning
315,288,26,86,Warning
784,106,22,70,Warning
542,150,43,46,Warning
62,540,42,69,High Risk
835,141,32,33,Warning
683,59,37,48,Warning
714,405,41,68,High Risk
982,543,30,77,Critical
717,479,31,72,High Risk
717,92,23,75,Warning
865,427,35,88,Critical
85,486,27,62,Warning
179,411,32,57,Warning
378,558,38,94,High Risk
556,53,39,31,Warning
719,433,42,47,High Risk
305,85,26,62,Safe
661,260,37,52,Warning
575,475,37,94,High Risk
531,361,34,60,High Risk
269,184,21,57,Safe
752,495,29,49,High Risk
152,590,34,57,Warning
105,585,24,61,Warning
935,172,41,49,High Risk
936,510,28,80,Critical
435,76,20,64,Safe
469,138,28,38,Safe
737,543,29,85,High Risk
856,515,27,76,Critical
608,160,41,30,Warning
126,465,43,50,Warning
807,297,30,92,High Risk
589,153,20,84,Warning
875,245,43,89,Critical
187,510,35,40,Warning
256,247,34,65,Warning
665,58,32,58,Warning
386,55,35,55,Safe
358,579,21,93,High Risk
684,344,43,61,High Risk
200,530,29,72,Warning
263,196,34,88,Warning
613,376,44,68,High Risk
348,313,40,94,Warning
890,75,26,74,Warning
657,556,27,80,High Risk
505,186,26,78,Warning
390,139,30,83,Safe
754,146,23,79,Warning
370,466,32,69,Warning
278,113,30,77,Safe
855,505,25,83,Critical
199,138,32,51,Safe
715,391,21,77,High Risk
390,456,38,76,Warning
394,560,36,59,High Risk
420,469,26,35,Warning
342,430,37,73,Warning
467,233,45,91,High Risk
442,398,41,48,High Risk
555,104,36,88,Warning
392,315,21,33,Warning
123,528,44,35,High Risk
492,308,35,59,Warning
312,566,38,66,High Risk
177,371,45,83,Warning
406,464,37,30,Warning
377,568,44,63,High Risk
873,426,30,51,High Risk
241,386,31,91,Warning
399,244,33,80,Warning
91,465,35,37,Warning
263,520,45,33,High Risk
118,354,27,84,Warning
169,201,33,64,Safe
245,339,38,95,Warning
372,548,43,34,High Risk
719,529,26,58,High Risk
689,459,35,83,High Risk
848,399,30,32,High Risk
323,126,32,48,Safe
309,95,34,61,Safe
597,64,27,78,Warning
965,122,37,59,Warning
887,479,42,92,Critical
914,108,40,35,Warning
775,107,31,70,Warning
72,288,30,55,Safe
333,499,20,35,Warning
499,570,27,54,High Risk
298,473,23,63,Warning
330,108,26,75,Safe
982,104,38,92,High Risk
964,109,24,46,Warning
547,131,29,93,Warning
446,95,35,67,Safe
447,154,26,90,Warning
183,207,39,76,Safe
272,591,37,55,High Risk
848,488,45,61,Critical
718,538,25,47,High Risk
576,283,33,91,High Risk
734,539,27,63,High Risk
108,295,28,91,Warning
142,228,26,73,Safe
322,216,33,72,Warning
956,381,40,65,High Risk
957,453,43,49,Critical
476,410,22,91,High Risk
204,149,29,77,Safe
818,206,41,55,High Risk
182,407,35,78,Warning
206,471,36,82,Warning
880,422,30,68,High Risk
722,508,39,73,High Risk
518,269,39,79,Warning
453,435,24,30,Warning
658,353,35,95,High Risk
788,445,34,88,Critical
68,508,27,41,Warning
680,220,30,36,Warning
758,456,35,92,Critical
817,115,30,33,Warning
150,54,38,76,Safe
181,390,21,91,Warning
396,501,41,38,High Risk
990,414,32,81,High Risk
704,460,44,73,High Risk
134,76,38,81,Safe
769,593,20,48,Critical
304,453,25,67,Warning
816,423,23,83,High Risk
300,151,44,80,Warning
776,71,32,73,Warning
349,209,29,91,Warning
831,95,26,60,Warning
271,205,45,66,Warning
445,101,29,88,Warning
577,486,44,68,High Risk
809,219,20,62,High Risk
438,570,38,34,High Risk
613,197,35,63,Warning
77,266,27,45,Safe
166,547,40,55,Warning
215,311,30,95,Warning
67,403,43,60,Warning
911,454,38,52,High Risk
519,59,40,38,Warning
907,435,43,34,Critical
380,117,40,73,Safe
735,195,26,45,Warning
335,509,34,92,High Risk
203,501,27,66,Warning
230,395,43,42,Warning
810,117,20,75,Warning
441,170,28,94,Warning
95,83,21,48,Safe
305,415,22,49,Warning
969,108,23,45,Warning
966,591,40,67,Critical
936,467,43,91,Critical
962,356,20,85,High Risk
141,230,31,78,Safe
659,398,20,82,High Risk
891,238,21,32,High Risk
713,420,40,38,High Risk
435,276,42,39,Warning
338,177,34,88,Warning
617,321,39,87,High Risk
774,300,30,30,High Risk
327,434,27,50,Warning
362,481,24,56,Warning
896,187,38,31,Warning
454,501,20,46,High Risk
184,87,43,57,Safe
